erv_name	chromosome	start	end	strand	overlap_feature_types	overlapping_transcript_ids	overlapping_gene_ids	overlapping_gene_names	gene_biotypes	strand_overlap	closest_upstream_pc_gene
1278	3	193599955	193613333	-	exon and intron	ENST00000419435,ENST00000643329,ENST00000644841,ENST00000361150,ENST00000361510,ENST00000361715,ENST00000361828,ENST00000361908,ENST00000392436,ENST00000392437,ENST00000642445,ENST00000642593,ENST00000644595,ENST00000645553,ENST00000646085,ENST00000646277,ENST00000646793,ENST00000643737	ENSG00000198836	OPA1	protein_coding	opposite	.
1280	3	196520030	196525494	+	no_overlap	.	.	.	.	none	.
1281	3	197242999	197248821	-	intron	ENST00000453607,ENST00000654733,ENST00000658155,ENST00000661808,ENST00000665728,ENST00000669332,ENST00000669714,ENST00000670366,ENST00000660432,ENST00000661440,ENST00000346964,ENST00000357674,ENST00000392380,ENST00000392381,ENST00000392382,ENST00000419227,ENST00000419354,ENST00000419553,ENST00000422288,ENST00000436682,ENST00000448528,ENST00000450955,ENST00000456699,ENST00000471733,ENST00000485409,ENST00000654737,ENST00000655488,ENST00000656087,ENST00000656944,ENST00000657381,ENST00000658701,ENST00000659221,ENST00000659716,ENST00000660898,ENST00000661013,ENST00000661229,ENST00000661336,ENST00000661453,ENST00000662727,ENST00000663148,ENST00000664564,ENST00000664991,ENST00000666007,ENST00000667104,ENST00000667157,ENST00000667971,ENST00000669565,ENST00000670455,ENST00000670935,ENST00000671185	ENSG00000075711	DLG1	protein_coding	same	.
W-23	4	191761	197074	-	intron	ENST00000642529	ENSG00000250312	ZNF718	protein_coding	opposite	.
1284	4	240027	246321	+	intron	ENST00000356347,ENST00000398732	ENSG00000290382,ENSG00000198155	ZNF876P	lncRNA,transcribed_unprocessed_pseudogene	same	.
1285	4	399611	409299	-	intron	ENST00000631198	ENSG00000281016	.	lncRNA	opposite	.
1286	4	3046336	3056570	-	exon and intron	ENST00000664062,ENST00000657282,ENST00000660368,ENST00000647962,ENST00000649900,ENST00000680239,ENST00000680360,ENST00000680956,ENST00000681528	ENSG00000251075,ENSG00000197386	HTT-AS,HTT	lncRNA,protein_coding	both	.
1287	4	3453922	3459728	+	no_overlap	.	.	.	.	none	.
1288	4	3893384	3896665	-	no_overlap	.	.	.	.	none	.
K-35	4	3977322	3986912	-	no_overlap	.	.	.	.	none	.
1290	4	3999151	4005713	-	no_overlap	.	.	.	.	none	.
1291	4	4042122	4049022	-	exon	ENST00000641316	ENSG00000290888	.	lncRNA	same	.
1296	4	4130683	4133908	-	no_overlap	.	.	.	.	none	.
1294	4	4163945	4170548	-	no_overlap	.	.	.	.	none	.
ERVW-15	4	8420363	8427765	+	intron	ENST00000514423,ENST00000503233,ENST00000356406,ENST00000413009	ENSG00000087008	ACOX3	protein_coding	opposite	.
1298	4	8482382	8488709	-	exon and intron	ENST00000528132,ENST00000531038,ENST00000511366	ENSG00000205959,ENSG00000155275	TRMT44	lncRNA,protein_coding	opposite	.
1300	4	8942270	8947865	+	no_overlap	.	.	.	.	none	.
1299	4	8973525	8977087	+	no_overlap	.	.	.	.	none	.
1302	4	9094449	9108450	+	intron	ENST00000659603,ENST00000504828,ENST00000666840	ENSG00000288075,ENSG00000249767	ENPP7P10	lncRNA,unprocessed_pseudogene	both	.
1303	4	9121944	9131359	+	exon and intron	ENST00000664986,ENST00000668176,ENST00000659603,ENST00000504828,ENST00000666840	ENSG00000288075,ENSG00000249767	ENPP7P10	lncRNA,unprocessed_pseudogene	both	.
1309	4	9451189	9455960	+	no_overlap	.	.	.	.	none	DEFB131A
1308	4	9476816	9480370	+	no_overlap	.	.	.	.	none	.
1310	4	9505688	9519520	+	exon	ENST00000511021	ENSG00000249866	OR7E83P	unprocessed_pseudogene	same	.
1313	4	9638436	9647147	+	exon and intron	ENST00000653847	ENSG00000287117	.	lncRNA	opposite	.
K-36	4	9657954	9667550	+	intron	ENST00000653847	ENSG00000287117	.	lncRNA	opposite	.
1315	4	9760951	9765008	+	no_overlap	.	.	.	.	none	.
1316	4	10170013	10172994	-	no_overlap	.	.	.	.	none	.
1317	4	10298527	10302998	-	no_overlap	.	.	.	.	none	.
1321	4	11653551	11659272	-	intron	ENST00000510095	ENSG00000249631	.	lncRNA	opposite	.
1323	4	11806449	11813044	+	intron	ENST00000510095,ENST00000668579	ENSG00000249631	.	lncRNA	same	.
1324	4	12363875	12370411	+	no_overlap	.	.	.	.	none	.
1325	4	14169934	14175976	-	intron	ENST00000514863	ENSG00000249988	.	lncRNA	opposite	.
1329	4	16997746	17003973	+	intron	ENST00000511735	ENSG00000249998	.	lncRNA	opposite	.
1334	4	19887556	19893078	+	intron	ENST00000511431,ENST00000655810	ENSG00000248515	.	lncRNA	same	.
1335	4	20192759	20198283	+	no_overlap	.	.	.	.	none	.
1336	4	20629769	20635978	-	no_overlap	.	.	.	.	none	.
1339	4	22599562	22605466	+	no_overlap	.	.	.	.	none	.
1342	4	23722376	23727827	-	exon and intron	ENST00000507666,ENST00000514290	ENSG00000251292,ENSG00000250137	ERVH-1	lncRNA	both	.
1343	4	24323422	24328998	+	exon	ENST00000701499	ENSG00000289902	.	lncRNA	same	.
1347	4	24500974	24508027	+	no_overlap	.	.	.	.	none	.
1349	4	24965776	24971666	+	intron	ENST00000324309,ENST00000389609	ENSG00000181982	CCDC149	protein_coding	opposite	.
1350	4	25238664	25247155	-	intron	ENST00000264864,ENST00000512921	ENSG00000038210	PI4K2B	protein_coding	opposite	.
1351	4	27974870	27981380	+	exon and intron	ENST00000653771,ENST00000509666	ENSG00000251410	.	lncRNA	opposite	.
1352	4	28303092	28310170	+	no_overlap	.	.	.	.	none	.
1356	4	31605212	31611533	+	no_overlap	.	.	.	.	none	.
1359	4	32322906	32328769	+	no_overlap	.	.	.	.	none	.
1362	4	33730341	33736918	-	no_overlap	.	.	.	.	none	.
W-87	4	33741504	33743350	+	no_overlap	.	.	.	.	none	.
1366	4	35018130	35022409	-	no_overlap	.	.	.	.	none	.
1365	4	35100552	35108982	+	no_overlap	.	.	.	.	none	.
1368	4	35140072	35149080	+	no_overlap	.	.	.	.	none	.
1370	4	35338848	35345580	+	no_overlap	.	.	.	.	none	.
1371	4	35855427	35864930	-	no_overlap	.	.	.	.	none	.
1372	4	36432084	36445064	-	no_overlap	.	.	.	.	none	.
1374	4	36905751	36913355	+	exon and intron	ENST00000661752	ENSG00000287416	.	lncRNA	opposite	.
1376	4	37545756	37552478	+	intron	ENST00000381980,ENST00000508175	ENSG00000154274	C4orf19	protein_coding	same	.
1378	4	39485145	39490242	+	no_overlap	.	.	.	.	none	LIAS
1379	4	39539258	39544115	-	exon and intron	ENST00000662380,ENST00000504032	ENSG00000287262,ENSG00000249348	UGDH-AS1	lncRNA	both	SMIM14
1383	4	42280998	42290046	-	exon and intron	ENST00000503321,ENST00000685812	ENSG00000250781,ENSG00000289643	.	lncRNA	same	.
1386	4	43444311	43450609	-	no_overlap	.	.	.	.	none	.
1385	4	43468814	43472830	+	intron	ENST00000508563	ENSG00000248143	LINC02383	lncRNA	opposite	.
1387	4	44820275	44828664	-	no_overlap	.	.	.	.	none	.
1388	4	44986713	44997578	+	exon	ENST00000617640	ENSG00000275959	.	processed_pseudogene	same	.
1389	4	45042047	45049024	+	intron	ENST00000515623	ENSG00000248744	.	lncRNA	same	.
1390	4	45320085	45331835	-	exon and intron	ENST00000503971	ENSG00000248320	THAP12P9	processed_pseudogene	same	.
1392	4	45531369	45536823	+	no_overlap	.	.	.	.	none	.
1393	4	45607745	45612818	+	no_overlap	.	.	.	.	none	.
1396	4	46516560	46526518	-	no_overlap	.	.	.	.	none	.
1398	4	46859705	46867656	+	intron	ENST00000396533,ENST00000543208,ENST00000505102,ENST00000355591	ENSG00000170516	COX7B2	protein_coding	opposite	.
1405	4	53236810	53255667	-	intron	ENST00000388940,ENST00000401642	ENSG00000184178	SCFD2	protein_coding	same	.
1406	4	53483029	53494214	+	intron	ENST00000263925,ENST00000306888,ENST00000507166	ENSG00000072201,ENSG00000282278	LNX1	protein_coding	both	.
1407	4	54020047	54025559	+	intron	ENST00000512964,ENST00000263921,ENST00000510894,ENST00000507166	ENSG00000109220,ENSG00000282278	CHIC2	protein_coding	both	.
1412	4	55938234	55948225	-	exon and intron	ENST00000669835	ENSG00000287382	.	lncRNA	same	.
1414	4	58292290	58295878	-	no_overlap	.	.	.	.	none	.
1413	4	58306083	58309619	+	no_overlap	.	.	.	.	none	.
1417	4	58458021	58466147	+	no_overlap	.	.	.	.	none	.
1419	4	61763570	61769538	-	exon and intron	ENST00000693254,ENST00000687859,ENST00000686538,ENST00000687980,ENST00000691227,ENST00000692606,ENST00000504896,ENST00000506700,ENST00000506720,ENST00000506746,ENST00000507164,ENST00000507625,ENST00000508693,ENST00000508946,ENST00000509896,ENST00000511324,ENST00000512091,ENST00000514157,ENST00000514591,ENST00000514996,ENST00000683033	ENSG00000289308,ENSG00000150471	ADGRL3	lncRNA,protein_coding	both	.
1420	4	62161514	62167023	+	exon and intron	ENST00000506704,ENST00000509461,ENST00000504135,ENST00000702460,ENST00000676649,ENST00000687436	ENSG00000248692,ENSG00000288659	ADGRL3-AS1	lncRNA	both	.
1422	4	62417949	62424697	-	no_overlap	.	.	.	.	none	.
1424	4	62971016	62976546	+	no_overlap	.	.	.	.	none	.
1425	4	63053093	63062446	+	no_overlap	.	.	.	.	none	.
1426	4	63184691	63192967	+	no_overlap	.	.	.	.	none	.
1427	4	63574221	63578474	-	no_overlap	.	.	.	.	none	.
1428	4	63996467	64001319	-	no_overlap	.	.	.	.	none	.
1429	4	64142255	64145477	-	no_overlap	.	.	.	.	none	.
1434	4	64562732	64569783	+	no_overlap	.	.	.	.	none	.
1435	4	64711939	64719469	-	no_overlap	.	.	.	.	none	.
1436	4	64725818	64735619	+	no_overlap	.	.	.	.	none	.
1437	4	65807714	65815675	+	no_overlap	.	.	.	.	none	.
1438	4	67266724	67281328	-	no_overlap	.	.	.	.	none	.
1439	4	67450492	67463204	+	exon and intron	ENST00000652065,ENST00000502400	ENSG00000250075	.	lncRNA	opposite	.
1440	4	68029330	68036051	+	intron	ENST00000500538,ENST00000667140,ENST00000663060	ENSG00000248049	UBA6-DT	lncRNA	same	.
1444	4	68570071	68576698	-	exon and intron	ENST00000317746,ENST00000684088	ENSG00000197888	UGT2B17	protein_coding	same	.
1443	4	68578240	68581296	+	no_overlap	.	.	.	.	none	.
K-63	4	68597989	68603505	+	no_overlap	.	.	.	.	none	.
1445	4	68672568	68677360	+	no_overlap	.	.	.	.	none	.
1446	4	68745009	68750591	-	no_overlap	.	.	.	.	none	.
1448	4	68901783	68906033	-	intron	ENST00000608365	ENSG00000272626	.	lncRNA	same	.
1449	4	69055850	69065083	+	intron	ENST00000502942,ENST00000509763	ENSG00000171234	UGT2B7	protein_coding	same	.
1450	4	69191845	69199167	+	exon and intron	ENST00000504301	ENSG00000250696	.	lncRNA	same	.
1452	4	69825834	69831487	-	intron	ENST00000506796	ENSG00000284695	.	protein_coding	same	.
1454	4	70536279	70556413	-	no_overlap	.	.	.	.	none	.
1455	4	71031762	71037274	+	no_overlap	.	.	.	.	none	DCK
1458	4	71638289	71645800	+	no_overlap	.	.	.	.	none	.
1459	4	71804678	71810385	-	no_overlap	.	.	.	.	none	.
W-25	4	72925574	72933186	-	no_overlap	.	.	.	.	none	.
1463	4	73357144	73370272	+	no_overlap	.	.	.	.	none	.
1464	4	73665455	73671851	-	no_overlap	.	.	.	.	none	.
1465	4	73949625	73952769	-	no_overlap	.	.	.	.	none	.
1466	4	74083501	74094041	+	exon	ENST00000514414	ENSG00000251017	.	processed_pseudogene	opposite	.
1467	4	74434676	74440296	-	exon and intron	ENST00000508581	ENSG00000250532	.	lncRNA	same	.
1472	4	76042818	76050735	-	intron	ENST00000513122,ENST00000513353,ENST00000341029,ENST00000510669,ENST00000504914	ENSG00000156219	ART3	protein_coding	opposite	.
1474	4	77392266	77400204	-	exon and intron	ENST00000513871,ENST00000514756,ENST00000497512	ENSG00000249036,ENSG00000138764	CCNG2	lncRNA,protein_coding	both	.
1475	4	77630582	77637015	-	no_overlap	.	.	.	.	none	.
1476	4	78713533	78719721	-	no_overlap	.	.	.	.	none	.
1477	4	79547892	79560603	-	intron	ENST00000668018,ENST00000508174,ENST00000515544,ENST00000671684,ENST00000691929,ENST00000661529,ENST00000661950,ENST00000685595,ENST00000702315	ENSG00000250334	LINC00989	lncRNA	opposite	.
1478	4	80175998	80180720	-	no_overlap	.	.	.	.	none	.
1481	4	82473316	82483151	+	no_overlap	.	.	.	.	none	.
1483	4	83201916	83208400	+	no_overlap	.	.	.	.	none	.
1484	4	83505779	83510402	-	intron	ENST00000505489	ENSG00000163322	ABRAXAS1	protein_coding	same	.
W-26	4	85352124	85355394	-	no_overlap	.	.	.	.	none	.
1488	4	86462193	86465422	+	intron	ENST00000512046,ENST00000502302,ENST00000506773,ENST00000513186,ENST00000640527,ENST00000513839,ENST00000641157,ENST00000641831,ENST00000515400,ENST00000641050,ENST00000641051,ENST00000641391,ENST00000641737	ENSG00000109339	MAPK10	protein_coding	opposite	.
1489	4	86474749	86480520	+	intron	ENST00000512046,ENST00000502302,ENST00000506773,ENST00000513186,ENST00000640527,ENST00000513839,ENST00000641157,ENST00000641831,ENST00000515400,ENST00000641050,ENST00000641051,ENST00000641391,ENST00000641737	ENSG00000109339	MAPK10	protein_coding	opposite	.
1491	4	87397599	87407732	-	no_overlap	.	.	.	.	none	.
1493	4	87921802	87927332	+	no_overlap	.	.	.	.	none	.
1494	4	88342455	88349306	-	no_overlap	.	.	.	.	none	.
1495	4	88442632	88453881	+	exon	ENST00000264346,ENST00000380265	ENSG00000138642	HERC6	protein_coding	same	HERC6
1496	4	89964783	89970379	-	no_overlap	.	.	.	.	none	.
1497	4	90446529	90455373	-	intron	ENST00000432775,ENST00000505073,ENST00000508086,ENST00000509176,ENST00000514352	ENSG00000184305	CCSER1	protein_coding	opposite	.
1501	4	91089123	91098058	-	intron	ENST00000509109,ENST00000649522,ENST00000509176	ENSG00000184305	CCSER1	protein_coding	opposite	.
1500	4	91175553	91187307	-	intron	ENST00000649522,ENST00000509176	ENSG00000184305	CCSER1	protein_coding	opposite	.
1503	4	91353205	91359382	-	intron	ENST00000649522,ENST00000509176	ENSG00000184305	CCSER1	protein_coding	opposite	.
1505	4	91623615	91634466	+	no_overlap	.	.	.	.	none	.
1506	4	91652657	91661263	-	no_overlap	.	.	.	.	none	.
1507	4	91697652	91701712	-	no_overlap	.	.	.	.	none	.
1508	4	91768552	91778058	-	no_overlap	.	.	.	.	none	.
1510	4	92023984	92031172	+	no_overlap	.	.	.	.	none	.
1509	4	92038713	92046496	-	no_overlap	.	.	.	.	none	.
1513	4	92271490	92277648	-	exon and intron	ENST00000502518	ENSG00000249152	LNCPRESS2	lncRNA	same	.
1514	4	92438179	92444199	-	intron	ENST00000282020,ENST00000505687,ENST00000510992	ENSG00000152208	GRID2	protein_coding	opposite	.
1516	4	94085678	94090058	-	no_overlap	.	.	.	.	none	.
1518	4	94149504	94162185	+	intron	ENST00000501965	ENSG00000246541	SMARCAD1-DT	lncRNA	opposite	.
1520	4	94291863	94299580	-	exon	ENST00000295256	ENSG00000163106	HPGDS	protein_coding	same	.
1519	4	94382923	94389281	-	no_overlap	.	.	.	.	none	.
1523	4	97096905	97102604	-	no_overlap	.	.	.	.	none	.
1527	4	99013444	99021899	-	intron	ENST00000296411,ENST00000510107,ENST00000510209,ENST00000506238,ENST00000507537,ENST00000503247	ENSG00000164024	METAP1	protein_coding	opposite	.
1528	4	99171451	99190269	-	exon and intron	ENST00000506160,ENST00000500358,ENST00000661393,ENST00000691990,ENST00000506454	ENSG00000246090	.	lncRNA	opposite	.
1531	4	99365784	99371257	+	no_overlap	.	.	.	.	none	.
1532	4	99485806	99492119	-	intron	ENST00000506494	ENSG00000250300	.	unprocessed_pseudogene	same	.
1535	4	100992905	100997352	-	no_overlap	.	.	.	.	none	.
1536	4	101630839	101638436	-	intron	ENST00000504592	ENSG00000153064	BANK1	protein_coding	opposite	.
1537	4	101669090	101678357	+	exon and intron	ENST00000504592	ENSG00000153064	BANK1	protein_coding	same	.
1538	4	101899963	101906852	-	intron	ENST00000322953,ENST00000428908,ENST00000444316,ENST00000504592,ENST00000508653	ENSG00000153064	BANK1	protein_coding	opposite	.
1539	4	102235266	102245925	+	no_overlap	.	.	.	.	none	.
1542	4	103223742	103231279	+	no_overlap	.	.	.	.	none	.
1543	4	103549495	103560707	-	exon and intron	ENST00000664047,ENST00000652710,ENST00000656698,ENST00000671183,ENST00000668906,ENST00000662651,ENST00000669002,ENST00000509399,ENST00000502936,ENST00000512401	ENSG00000250920,ENSG00000251577	TACR3-AS1	lncRNA	both	.
1544	4	103941481	103948508	+	no_overlap	.	.	.	.	none	.
1545	4	103971058	103979131	+	exon and intron	ENST00000510505	ENSG00000249614	LINC02503	lncRNA	same	.
W-90	4	105487787	105489200	+	no_overlap	.	.	.	.	none	.
1549	4	106110153	106115653	+	intron	ENST00000273980,ENST00000361687,ENST00000394706,ENST00000394708,ENST00000467183,ENST00000510927	ENSG00000145348	TBCK	protein_coding	opposite	.
1550	4	106884906	106903325	-	intron	ENST00000650850	ENSG00000286147	.	lncRNA	opposite	.
1552	4	107329651	107334481	+	no_overlap	.	.	.	.	none	.
1553	4	107379705	107388552	+	no_overlap	.	.	.	.	none	.
1555	4	107584695	107597311	-	exon and intron	ENST00000514815	ENSG00000138801	PAPSS1	protein_coding	same	.
1557	4	107724254	107729701	-	no_overlap	.	.	.	.	none	.
1556	4	107732979	107741355	+	no_overlap	.	.	.	.	none	.
1559	4	109312804	109321394	+	exon and intron	ENST00000500526	ENSG00000246774	COL25A1-DT	lncRNA	same	.
1561	4	109855976	109860952	-	intron	ENST00000327908,ENST00000594814	ENSG00000183423	LRIT3	protein_coding	opposite	.
1563	4	110279106	110283937	-	no_overlap	.	.	.	.	none	.
1566	4	112207492	112213993	+	no_overlap	.	.	.	.	none	.
1568	4	114047115	114056633	+	no_overlap	.	.	.	.	none	.
1570	4	114586734	114596374	-	no_overlap	.	.	.	.	none	.
1575	4	115950630	115956482	+	intron	ENST00000508414	ENSG00000249259	.	transcribed_processed_pseudogene	opposite	.
1574	4	115972089	115981899	-	intron	ENST00000508414	ENSG00000249259	.	transcribed_processed_pseudogene	same	.
1576	4	116014843	116020614	+	intron	ENST00000508414	ENSG00000249259	.	transcribed_processed_pseudogene	opposite	.
1577	4	117252106	117257789	+	no_overlap	.	.	.	.	none	.
1579	4	117589960	117597414	-	intron	ENST00000600624,ENST00000668162,ENST00000671002,ENST00000615833,ENST00000626258,ENST00000660654,ENST00000665215,ENST00000667741,ENST00000422145,ENST00000665403	ENSG00000236922	LINC01378	lncRNA	opposite	.
1580	4	117927337	117946630	-	no_overlap	.	.	.	.	none	.
1584	4	119993636	119999678	+	no_overlap	.	.	.	.	none	.
1588	4	124471342	124477064	+	no_overlap	.	.	.	.	none	.
1589	4	125562658	125568661	-	no_overlap	.	.	.	.	none	.
1591	4	126131246	126137460	+	no_overlap	.	.	.	.	none	.
1590	4	126143808	126150543	-	no_overlap	.	.	.	.	none	.
1592	4	126186190	126193664	-	no_overlap	.	.	.	.	none	.
1593	4	127271437	127277471	-	intron	ENST00000504050,ENST00000661442,ENST00000667124,ENST00000669239	ENSG00000248491,ENSG00000287101	.	lncRNA	same	.
1594	4	127510633	127517102	-	no_overlap	.	.	.	.	none	.
1595	4	128260327	128267686	+	no_overlap	.	.	.	.	none	.
1596	4	128638923	128646616	-	no_overlap	.	.	.	.	none	.
1598	4	130567404	130575152	-	no_overlap	.	.	.	.	none	.
1599	4	130767408	130776264	+	no_overlap	.	.	.	.	none	.
1600	4	130843380	130848132	-	no_overlap	.	.	.	.	none	.
1601	4	130852051	130860404	+	no_overlap	.	.	.	.	none	.
1602	4	130941055	130949725	+	no_overlap	.	.	.	.	none	.
1603	4	131006702	131015389	-	no_overlap	.	.	.	.	none	.
1605	4	132118160	132125940	+	exon and intron	ENST00000420721,ENST00000652009	ENSG00000251598	.	lncRNA	opposite	.
1606	4	132351321	132355913	-	no_overlap	.	.	.	.	none	.
1610	4	132812625	132818770	-	no_overlap	.	.	.	.	none	.
ERVW-16	4	132882298	132889138	+	intron	ENST00000509628	ENSG00000251488	.	lncRNA	opposite	.
1613	4	133263570	133268926	-	no_overlap	.	.	.	.	none	.
1615	4	133584453	133592658	+	no_overlap	.	.	.	.	none	.
1617	4	133947015	133955695	-	intron	ENST00000507844	ENSG00000251388	.	lncRNA	same	.
1619	4	133993261	133997581	-	intron	ENST00000507844	ENSG00000251388	.	lncRNA	same	.
1620	4	134012211	134018381	+	no_overlap	.	.	.	.	none	.
1621	4	134524750	134534104	-	intron	ENST00000666281,ENST00000666371	ENSG00000251291	LINC02462	lncRNA	opposite	.
1622	4	134677128	134686407	-	no_overlap	.	.	.	.	none	.
1624	4	135168345	135174465	-	no_overlap	.	.	.	.	none	.
1627	4	135955328	135960688	-	no_overlap	.	.	.	.	none	.
1629	4	136610405	136618649	+	no_overlap	.	.	.	.	none	.
1632	4	137478453	137486830	+	no_overlap	.	.	.	.	none	.
W-27	4	138621785	138627199	-	intron	ENST00000663528,ENST00000667838	ENSG00000251372	LINC00499	lncRNA	opposite	.
1637	4	138927813	138934855	+	intron	ENST00000511951,ENST00000507038	ENSG00000250195	.	lncRNA	opposite	.
1638	4	139442391	139449817	+	exon and intron	ENST00000610159,ENST00000608661,ENST00000609359,ENST00000608663	ENSG00000273247	RAB33B-AS1	lncRNA	opposite	.
1639	4	140214523	140219785	+	no_overlap	.	.	.	.	none	.
1641	4	141938169	141940840	-	no_overlap	.	.	.	.	none	.
1643	4	143177945	143180459	-	exon and intron	ENST00000657857,ENST00000507486,ENST00000507826	ENSG00000250326	USP38-DT	lncRNA	same	.
1645	4	145251084	145256773	-	no_overlap	.	.	.	.	none	.
1646	4	145698822	145704802	+	intron	ENST00000438731	ENSG00000237136	C4orf51	protein_coding	same	.
1647	4	145832800	145842028	+	exon and intron	ENST00000623323,ENST00000514334,ENST00000379448,ENST00000503462,ENST00000508784,ENST00000509940,ENST00000511659,ENST00000513320,ENST00000652097,ENST00000655597,ENST00000656985,ENST00000671990,ENST00000672532,ENST00000672795,ENST00000673178,ENST00000673452	ENSG00000279481,ENSG00000251687,ENSG00000151612	ZNF827	TEC,lncRNA,protein_coding	both	.
1648	4	146526363	146536064	+	no_overlap	.	.	.	.	none	.
1650	4	149101876	149108860	+	no_overlap	.	.	.	.	none	.
1653	4	151811902	151818084	-	intron	ENST00000653329,ENST00000663327,ENST00000670924,ENST00000657686,ENST00000659253	ENSG00000249184	.	lncRNA	opposite	.
